75,Luke Combs,Hurricane,76,"June 16, 2015", Country  ,"Taylor Phillips, Thomas Archer & Luke Combs","Hurricane Lyrics



[Verse 1]
Hadn't had a good time
Since you know when
Got talked into going out
With hopes you were staying in
I was feeling like myself for the first time
In a long time
'Til I bumped into some of your friends
Over there talkin' to mine

[Chorus]
Then you rolled in with your hair in the wind
Baby, without warning
I was doing alright but just your sight
Had my heart storming
The moon went hiding, stars quit shining
Rain was dropping, thunder n' lightning
You wrecked my whole world when you came
And hit me like a hurricane
You hit me like a hurricane

[Verse 2]
Knew it was gonna be a long night
From the moment when
We locked eyes over whiskey on ice
Started talking 'bout us again
If I would've just laid my drink down
And walked out
I wouldn't be in my truck
Driving us to your house

[Chorus]
But you rolled in with your hair in the wind
Baby, without warning
I was doing alright but just your sight
Had my heart storming
The moon went hiding, stars quit shining
Rain was dropping, thunder n' lightning
You wrecked my whole world when you came
And hit me like a hurricane
You hit me like a hurricane

[Bridge]
Yeah, you hit me Category 5
With your smile
Blew me away
And girl, it ain't but midnight
You done killed the lights
Bent my heart back to your bedside

[Chorus]
Then you rolled in with your hair in the wind
Baby, without warning
'Cause I was doing alright but just your sight
Had my heart storming
The moon went hiding, stars quit shining
Rain was dropping, thunder n' lightning
You wrecked my whole world when you came
And hit me like a hurricane
You hit me like a hurricane
You hit me like a hurricane




"
76,Sam Smith,Too Good At Goodbyes,77,"September 8, 2017"," Orchestral , Capitol Records , Soul , Ballad ,  UK , Pop  ","Tor Erik Hermansen, Mikkel Stoleer Eriksen, Jimmy Napes & 1 more","Too Good at Goodbyes Lyrics



[Verse 1]
You must think that I'm stupid
You must think that I'm a fool
You must think that I'm new to this
But I have seen this all before

[Refrain]
I'm never gonna let you close to me
Even though you mean the most to me
'Cause every time I open up, it hurts
So I'm never gonna get too close to you
Even when I mean the most to you
In case you go and leave me in the dirt

[Pre-Chorus]
But every time you hurt me, the less that I cry
And every time you leave me, the quicker these tears dry
And every time you walk out, the less I love you
Baby, we don't stand a chance, it's sad but it's true

[Chorus]
I'm way too good at goodbyes
(I'm way too good at goodbyes)
I'm way too good at goodbyes
(I'm way too good at goodbyes)

[Verse 2]
I know you're thinkin' I'm heartless
I know you're thinkin' I'm cold
I'm just protectin' my innocence
I'm just protectin' my soul

[Refrain]
I'm never gonna let you close to me
Even though you mean the most to me
'Cause every time I open up, it hurts
So I'm never gonna get too close to you
Even when I mean the most to you
In case you go and leave me in the dirt

[Pre-Chorus]
But every time you hurt me, the less that I cry
And every time you leave me, the quicker these tears dry
And every time you walk out, the less I love you
Baby, we don't stand a chance, it's sad but it's true

[Chorus]
I'm way too good at goodbyes
(I'm way too good at goodbyes)
I'm way too good at goodbyes
(I'm way too good at goodbyes)
No way that you'll see me cry
(No way that you'll see me cry)
I'm way too good at goodbyes
(I'm way too good at goodbyes)

[Bridge]
No
No, no, no, no, no
(I'm way too good at goodbyes)
No, no, no, no
No, no, no
(I'm way too good at goodbyes)
(No way that you'll see me cry)
Ahhh
(I'm way too good at goodbyes)

[Outro]
'Cause every time you hurt me, the less that I cry
And every time you leave me, the quicker these tears dry
And every time you walk out, the less I love you
Baby, we don't stand a chance, it's sad but it's true
I'm way too good at goodbyes




"
77,Khalid,Young Dumb & Broke,78,"March 3, 2017"," RCA , R&B  ","Khalid, Talay Riley & Joel Little","Young Dumb & Broke Lyrics



[Verse 1]
So you're still thinking of me
Just like I know you should
I can not give you everything, you know I wish I could
I'm so high at the moment
I'm so caught up in this
Yeah, we're just young, dumb and broke
But we still got love to give

[Chorus]
While we're young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb
Young dumb
Young, young dumb and broke
Young dumb broke high school kids
Yadadadadadadada
Yadadadadadada
Yadadadadadadada
Young dumb broke high school kids

[Verse 2]
We have so much in common
We argue all the time
You always say I'm wrong
I'm pretty sure I'm right
What's fun about commitment?
When we have our life to live
Yeah, we're just young dumb and broke
But we still got love to give

[Chorus]
While we're young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb broke high school kids
Yadadadadadadada
Yadadadadadada
Yadadadadadadada
Young dumb broke high school kids

[Bridge]
Jump and we think - do it all in the name of love
Love
Run into sin, do it all in the name of fun
Fun
Whoa-oa-oa
I'm so high at the moment
I'm so caught up in this
Yeah, we're just young, dumb and broke
But we still got love to give

[Chorus]
While we're young dumb
Young, young dumb and broke
Young dumb
Young, young dumb and broke
Young dumb
Young dumb
Young, young dumb and broke
Young dumb broke high school kids
Yadadadadadadada
Yadadadadadada
Yadadadadadadada
Young dumb broke high school kids




"
78,Playboi Carti,Magnolia,79,"April 14, 2017"," Southern , Interscope Records , Trap , Atlanta , Memes , Rap  ",Pi'erre Bourne & Playboi Carti,"Magnolia Lyrics



[Intro]
Yo Pi'erre, you wanna come out here?
In New York I Milly Rock, hide it in my sock
Running from an opp, and I shoot at opp (what)
And I'm on the block (what, what, what)
And I'm on the block (what)
In New York I Milly Rock (hello?) hide it in my sock (what)
Hide it in my sock (what) selling that rerock (what, what, what, what, what)

[Chorus]
In New York I Milly Rock, hide it in my sock
Used to sell rerock, running from the cops
Shooting at the opps (Yo Pi'erre, you wanna come out here?)
Shooting at the opps, 'cause I run they block
Gimme top (top) in my drop-top
All these hoes gon' flock (flock, flock) when I drop (drop, drop)
All these hoes gon' flock (flock, flock) when I drop (drop, drop)
All these hoes gon' flock (flock, flock) when I drop (drop, drop)

[Verse]
Woo, woo, woo, woo
Woo, woo, woo, woo
All these hoes want cash, all these hoes want bags
Fucking on yo' bitch, uh, I'm her dad
All these niggas sound like cash (sound like cash)
I'm a soldier, damn, I thought I told you
Shootin' like a soldier, like I'm from Magnolia
All these, niggas, always, fold
Big, bank, never, fold
Sippin, Act', fill that shit slowly
Bitches, on me, say she like my clothing
I'm in London, Young Carti global
Designer is on me, call it dirty laundry
All these bitches want Young Carti, Young Carti (yeah)
Ay, Young Carti, Young Carti (what)
Young Carti, Young Carti (yeah)
All of your bitches they loose
All of your bitches they loose
All of my bitches they rich
And they stay rockin' that Rick
What, what, huh, what, what, huh
Rich, rich, Cash Carti, bitch
Rich, bitch, got a rich clique
I'm suckin' on the clit, she suckin' on the dick
Give that hoe a tip, told her ""Buy some kicks""
Then I brush my teeth, pop up in a whip
Glocky in the whip, glocky in the whip
And I'm cocky, fuckin' on a thotty
She just wanna plot me, bitch can't stop me
I'm riding in a Mazi, this ain't even my Mazi
Oh, that's not yo' thottie, yo' bitch look like a aunty
Walked in with Ashanti, damn, that look like Shanti
Damn, that look like Carti, I think dat be Young Carti
Heard he spent a hunnid on a fucking watch piece, that's filthy

[Chorus]
In New York I Milly Rock, hide it in my sock
Running from an opp, then I shoot at opp
And I'm on the block
And I'm on the block
In New York I Milly Rock, hide it in my sock
Hide in my sock, selling that rerock
What, what, what, what, what
In New York I Milly Rock, hide it in my sock
Use to sell rerock, running from the cops
Shooting at the opps, you know what I'm sayin'?

[Outro]
Yo, Pi'erre, you wanna come out here?
Bitch ass nigga, fuck that nigga man!




"
79,"SZA, Travis Scott",Love Galore,80,"April 27, 2017"," Houston , Grand Hustle , RCA , TDE , PBR&B , Rap  , R&B  ","Terrence Henderson, Carter Lang, Cody Fayne & 2 more","Love Galore Lyrics



[Intro: Travis Scott]
I need, I need
I need, I need
I need, I need
I need, I need
I need, I need

[Chorus: SZA]
Love, love, love, love
'Long as we got
Love, love, love
'Long as we got

[Verse 1: SZA & Travis Scott]
Done with these niggas
I don't love these niggas
I dust off these niggas
Do it for fun
Don't take it personal
Personally, I'm surprised you called me after the things I said
Skrt skrt on niggas (yah)
Skrt up on niggas (true)
Skrt down, you acting like me (yah)
Acting like we wasn't more than a summer fling
I said farewell, you took it well (true)
Promise I won't cry over spilled milk (ooh no, I won't)
Gimme a paper towel, gimme another Valium
Gimme another hour or two, hour with you

[Pre-Chorus: SZA & Travis Scott]
Why you bother me when you know you don't want me? (yah)
Why you bother me when you know you got a woman? (yah)
Why you hit me when you know you know better? (true)
Know you know better (true)
Know your crew better than you do
Call me looking for ya (yah)
I be looking for ya (yah)
Got me looking forward to weekends (yah)
With you baby, with you baby
With you baby, (true)
With you
We do whatever we want, go wherever we want
Love however we want, it don't matter (true)
You'll do whatever I want, get whatever I want
Get whatever I need, it's about

[Chorus: SZA]
Love, love, love, love, 'long as we got
Love, love, love, 'long as we got

[Verse 2: SZA & Travis Scott]
Should've never gave you my number, I did it with you (ooh)
Should've never let you hit it, I split it with you
I regret it, you gots a fetish
You gots a problem, now it's a problem, oh, no
Skrrr, skrrr on bitches (yah)
I don't know these bitches (yah)
Dig dirt on bitches, do it for fun
Don't take it personal, baby
Love on my ladies, luh-love to my ladies, uh (true)
Dated a few (straight up)

[Verse 3: Travis Scott & SZA]
Why you bother me?
Why you bother me?
Why you bother me? (yah)
Last time I checked you were the one that left (the one)
Me in a wreck—yah—, me in a mess (yah, yah)
You all I rep—yah—, like my side I rep (yah)
Yuh, that's that Mo City that side
That you can't come 'round at night, yuh (it's lit)
You like to get me high, you don't want no one beside ya
You like when I make fire
You say, ""La Flame, keep makin' fire"" (ooh)
Let me cum inside ya, let me plant that seed inside ya (ooh)
Ass and titties, titties, only thing that stuck with, with me (with me)
Only thing that was real
Only thing I could feel, you feel me? (yah, feel me)
So why you bother me, why you bother me? (with you, baby)
Tryna catch a P.O.V, yah (with you)

[Chorus: SZA]
Love, love, love, love, 'long as we got
Love, love, love, 'long as we got

[Outro: SZA]
I came to your city, lookin' for lovin' n' licky
'Cause you promised to put it down
All up in your city, lookin' for you, uh
Searchin' for you like love
Only thing keepin' me from droppin' you right now
Right now (love)
Only thing keepin' me by your side
Only thing keepin' me by your side now

[Skit]
But see, Solána, if you don't say something, speak up for yourself
They think you stupid, you know what I'm saying?




"
80,"A Boogie Wit da Hoodie, Kodak Black",Drowning,81,"March 10, 2017"," New York , Florida ,  Everywhere , Rap  ","Ray ""Quasi"" Nelson, Jahaan Sweet, A Boogie Wit Da Hoodie & 1 more","Drowning Lyrics



[Intro: A Boogie Wit Da Hoodie]
I'm drownin'
I'm drownin'
I'm drownin'
I'm drownin'

[Chorus: A Boogie Wit Da Hoodie]
Wrist so icy, wonder why she like me, bitch I'm drownin'
In water, I just bought a Cuban, dipped it in a fountain
Everywhere that I go it's a light show, I'm surrounded
Bust down, bust down, bust down, bust down, bust down, bitch I'm drownin'
I just bought a Cuban ring and dipped it in a fountain
Chain so heavy I feel like I'm holdin' up a mountain
Everywhere that I go it's a light show, I'm surrounded
Bust down, bust down, bust down, bust down, bust down, bitch I'm drownin'

[Verse 1: A Boogie Wit Da Hoodie]
I'm with all my niggas, I don't go nowhere without 'em
If they don't let us in they might throw shots at the bouncer
Actavis medicine, got it straight from out the doctor's
I'm with RJ but I call him Wayne 'cause he's a shotta
Pick up the ladder, put it in the gun, make the 9 stretch
Niggas with attitude, but we come straight out of Highbridge
I'm gon' make her panties wet when she see the way I flex
I'm gon' win a Grammy, move my family out the projects
We went from chillin' in the projects to makin' projects
We was tryna get to the top, and they tried to stop us
I talk for myself, bitch I don't need no fucking voucher
She looked at my wrist and she looked at a hundred thousand

[Chorus: A Boogie Wit Da Hoodie]
Wrist so icy, wonder why she like me, bitch I'm drownin'
In water, I just bought a Cuban, dipped it in a fountain
Everywhere that I go it's a light show, I'm surrounded
Bust down, bust down, bust down, bust down, bust down, bitch I'm drownin'
I just bought a Cuban ring and dipped it in a fountain
Chain so heavy I feel like I'm holdin' up a mountain
Everywhere that I go it's a light show, I'm surrounded
Bust down, bust down, bust down, bust down, bust down, bitch I'm drownin'

[Verse 2: Kodak Black]
Just bought a brand new chain from Avianne
Nigga with attitude but I ain't from Compton
Lil Kodak, bitch, I'm Polo'd down like Carlton
Sniper Gang I put a nigga on a carton
I'm the shit I'm fartin', I don't know how to potty
Pull up in a 'Rari, I'm in the Yo like Gotti
A Boogie, I'm goin Scottie, nigga drop my deposit
I ain't Jamaican, bitch I'm Haitian, but I got them shottas
Harley Davidson every day, I'm ridin' with the chopper
They hatin', I know they don't wanna see a nigga prosper
I ain't doing trims, I'm in the cut like I'm a barber
She call me daddy, but I ain't her motherfucking father

[Chorus: A Boogie Wit Da Hoodie]
Wrist so icy, wonder why she like me, bitch I'm drownin'
In water, I just bought a Cuban, dipped it in a fountain
Everywhere that I go it's a light show, I'm surrounded
Bust down, bust down, bust down, bust down, bust down, bitch I'm drownin'
I just bought a Cuban ring and dipped it in a fountain
Chain so heavy I feel like I'm holdin' up a mountain
Everywhere that I go it's a light show, I'm surrounded
Bust down, bust down, bust down, bust down, bust down, bitch I'm drownin'

[Outro: A Boogie Wit Da Hoodie]
Bitch, I'm drownin'
Bitch, I'm drownin'
I'm drownin'
Drownin'
I'm drownin'




"
81,"Hailee Steinfeld, Grey, Zedd",Starving,82,"July 15, 2016"," Dance , Electronic , Pop  ","Asia Whiteacre, Michael Trewartha, Kyle Trewartha & 2 more","Starving Lyrics



[Verse 1]
You know just what to say, things that scare me
I should just walk away, but I can't move my feet
The more that I know you, the more that I want to
Something inside me's changed
I was so much younger yesterday

[Chorus]
I didn't know that I was starving till I tasted you
Don't need no butterflies when you give me the whole damn zoo
By the way, right away, you do things to my body
I didn't know that I was starving till I tasted you

[Post-Chorus]
By the way, right away, you do things to my body
I didn't know that I was starving till I tasted you

[Verse 2]
You know just how to make my heart beat faster
Emotional earthquake, bring on disaster
You hit me head on, got me weak in my knees
Yeah, something inside me's changed
I was so much younger yesterday
So much younger yesterday

[Chorus]
I didn't know that I was starving till I tasted you
Don't need no butterflies when you give me the whole damn zoo
By the way, right away, you do things to my body
I didn't know that I was starving till I tasted you

[Breakdown]
By the way, right away, you do things to my body
I didn't know that I was starving till I tasted you
You you, yeah till I tasted you
By the way, right away, you do things to my body
I didn't know that I was starving till I tasted you
I didn't know till I tasted you

[Outro]
The more that I know you, the more that I want to
Something inside me's changed
I was so much younger yesterday




"
82,"Gucci Mane, Drake",Both,83,"December 15, 2016"," Trap , OVO ,  Canada , Atlanta , Rap  ",Gucci Mane & Drake,"Both Lyrics



[Intro: Southside & Future]
Southside
If Young Metro don't trust you, I'm gon' shoot you

[Verse 1: Gucci Mane]
I got so many felonies, I might can't never go to Canada
But Drake said he gon' pull some strings, so let me check my calendar
I just popped me one of them one what-you-call-its and it boosted my stamina
Now I'm fucking her on the banister, guess I just East Atlanta'd her
I'm in an all-red drop tarantula, fuck a Challenger
Damn these hoes ain't got no manners, bruh, where's the manager?
I keep throwing rubber bandies up, hoe, pull your panties up
Cause you fuck like a granny fuck, you're just an amateur
This Patek Philipe gon' make this crooked judge try throw the book at me
I look like half a million worth of heroin when she look at me
But you ain't gotta fuck with me, my nig, but you're stuck with me
But how you called the cops on me, my nig? You grew up with me

[Hook: Drake]
I don't usually do this unless I'm drunk or I'm high
But I'm both right now, got me talking about my life
I don't usually do this unless I'm drunk or I'm high
But I'm both right now
I don't usually do this unless I'm drunk or I'm high
But I'm both right now and I need ya in my life
I don't usually do this unless I'm drunk or I'm high
But I'm both right now

[Verse 2: Drake]
Yeah, I'm both
Yeah, I had a drink, yeah, I smoked
Yeah, you think I need you but I don't
Just left out Dubai with all my folk
Open water, my location is remote
Shout-out Yachty but this ain't a Lil Boat
This some shit I wrote about when I was broke
See, the power of the mind is not a joke
Man, I said that I would do it and I did
Used to get left-overs out the fridge
Nobody was famous where I lived
Till I got it jumping at the crib
Took a lot to be able to give, I mean

[Hook: Drake]
I don't usually do this unless I'm drunk or I'm high
But I'm both right now, got me talking about my life
I don't usually do this unless I'm drunk or I'm high
But I'm both right now
I don't usually do this unless I'm drunk or I'm high
But I'm both right now and I need ya in my life
I don't usually do this unless I'm drunk or I'm high
But I'm both right now

[Outro: Southside]
Southside




"
83,P!nk,What About Us,84,"August 10, 2017"," Electro-Pop , Pop  ","Steve Mac, P!nk & Johnny McDaid","What About Us? Lyrics



[Intro]
La-da-da-da-da, la-da-da-da-da
Da-da-da

[Verse 1]
We are searchlights, we can see in the dark
We are rockets, pointed up at the stars
We are billions of beautiful hearts
And you sold us down the river too far

[Chorus]
What about us?
What about all the times you said you had the answers?
What about us?
What about all the broken happy ever afters?
What about us?
What about all the plans that ended in disaster?
What about love? What about trust?
What about us?

[Verse 2]
We are problems that want to be solved
We are children that need to be loved
We were willin', we came when you called
But man, you fooled us, enough is enough, oh

[Chorus]
What about us?
What about all the times you said you had the answers?
What about us?
What about all the broken happy ever afters?
Oh, what about us?
What about all the plans that ended in disaster?
Oh, what about love? What about trust?
What about us?
Oh, what about us?
What about all the plans that ended in disaster?
What about love? What about trust?
What about us?

[Bridge]
Sticks and stones, they may break these bones
But then I'll be ready, are you ready?
It's the start of us, waking up come on
Are you ready? I'll be ready
I don't want control, I want to let go
Are you ready? I'll be ready
'Cause now it's time to let them know
We are ready, what about us?

[Chorus]
What about us?
What about all the times you said you had the answers?
So what about us?
What about all the broken happy ever afters?
Oh, what about us?
What about all the plans that ended in disaster?
Oh, what about love? What about trust?
What about us?

[Outro]
What about us?
What about us?
What about us?
What about us?
What about us?
What about us?




"
84,"Jason Derulo, Nicki Minaj, Ty Dolla $ign",Swalla,85,"February 24, 2017"," Dance , Rap  , Pop  ","Jason Derulo, Nicki Minaj, Ty Dolla $ign & 5 more","Swalla Lyrics



[Intro: Nicki Minaj]
Drank
Young Money

[Verse 1: Jason Derulo]
Love in a thousand different flavors
I wish that I could taste them all tonight
No, I ain't got no dinner plans
So you should bring all your friends
I swear that a-all y'all my type

[Pre-Chorus: Jason Derulo]
All you girls in here, if you're feeling thirsty
Come on take a sip 'cause you know what I'm servin', ooh

[Hook: Jason Derulo]
Shimmy shimmy yay, shimmy yay, shimmy ya (drank)
Swalla-la-la (drank)
Swalla-la-la (swalla-la-la)
Swalla-la-la
Shimmy shimmy yay, shimmy yay, shimmy ya (drank)
Swalla-la-la (drank)
Swalla-la-la (swalla-la-la)
Swalla-la-la
Freaky, freaky gyal
My freaky, freaky gyal

[Verse 2: Ty Dolla $ign]
Shimmy shimmy shimmy yay, shimmy yah
Bad girls gon' swalla-la-la
Bust down on my wrist in this bitch
My pinky-ring bigger than his
Met her out in Beverly Hills, ay
Dolla got too many girls, ay
Met her out in Beverly Hills
All she wear is red bottom heels
When she back it up, put it on the Snap
When she droppin' low, put it on the Gram
DJ poppin', she gon' swallow that
Champagne poppin', she gon' swallow that

[Pre-Chorus: Jason Derulo]
All you girls in here, if you're feeling thirsty
Come on take a sip 'cause you know what I'm servin', ooh

[Hook: Jason Derulo]
Shimmy shimmy yay, shimmy yay, shimmy ya (drank)
Swalla-la-la (drank)
Swalla-la-la (swalla-la-la)
Swalla-la-la
Shimmy shimmy yay, shimmy yay, shimmy ya (drank)
Swalla-la-la (drank)
Swalla-la-la (swalla-la-la)
Swalla-la-la
Freaky, freaky gyal
My freaky, freaky gyal

[Verse 3: Nicki Minaj]
Bad gyal no swalla nuttin, word to the Dalai Lama
He know I'm a fashion killa, word to John Galliano
He copping that Valentino, ain't no telling me ""no""
I'm that bitch, and he know, he know
How y'all wifing these thots? You don't get wins for that
I'm having another good year, we don't get blimps for that
Pussy game still cold, we don't get minks for that
When I'm poppin' them bananas, we don't link chimps for that
I gave these bitches two years, now your time's up
Bless her heart, she throwing shots but every line sucks
I'm in that cherry red foreign with the brown guts
My shit slappin' like dude did LeBron's nuts

[Pre-Chorus: Jason Derulo]
All you girls in here, if you're feeling thirsty
Come on take a sip 'cause you know what I'm servin'

[Hook: Jason Derulo & Nicki Minaj, Both]
Shimmy shimmy yay, shimmy yay, shimmy ya (my love) (drank)
Swalla-la-la (my love) (drank)
Swalla-la-la (swalla-la-la)
Swalla-la-la
Shimmy shimmy yay, shimmy yay, shimmy ya (kyuh!) (drank)
Swalla-la-la (drank)
Swalla-la-la (swalla-la-la)
Swalla-la-la

[Outro: Jason Derulo & Nicki Minaj]
Young Money
Swalla-la-la
J.D
Freaky, freaky gyal
Swalla-la-la
My freaky, freaky gyal
Swalla-la-la
My freaky, freaky gyal
Swalla-la-la
My freaky, freaky gyal
Derulo




"
85,"Migos, Gucci Mane",Slippery,86,"January 27, 2017"," Quality Control Music , Warner Bros. , Memes , Atlantic Records , 300 Entertainment , Atlanta , Rap  ","Deko, OG Parker, Gucci Mane & 3 more","Slippery Lyrics



[Intro]
De-de-de-de-de-de-de-de-deko
OG Parker

[Chorus: Quavo]
Pop a perky just to start up (pop it, pop it)
Pop two cups of purple just to warm up (two cups, drank)
I heard your bitch, she got that water
(Splash, drip, drip, woo, splash)
Slippery, 'scuse me, please me (please)
Arm up, oh, believe me, believe me (believe me)
Get beat (beat), 'cause I'm flexin' 'Rari's (skrt)
You can bet on me (skr, skr, hey, hey, hey)

[Verse 1: Quavo]
Tater tot, fuck niggas on my radar watch (watchin')
Crocodile hunter, turn 'em to some gator shots (urr)
Iced out watch (ice) ridin' round, ten o'clock (ten)
Ridin' round, geeked up, damn, think it's three o'clock (three)
Four o'clock (four) five o'clock, six o'clock (five)
I'm gon' pop, if I don't, I'm back to the pot (whip)
I got rocks (rocks) big bales, big arms
Tommy gun (prr), come out and play, let's have fun (yeah)
Big scales (scales) fish scale, big weight (fish)
Iceberg (ice) ice tray, ice tray (woo)
Plug called (called) tried to front, I don't need it (brrt)
I don't need it (brrt) pockets strong, wrist anemic (strong)
Get freezy (freezy) young nigga pay your debt-is (debt-is)
Grandma (grandma) auntie Ab and auntie Neesa (Neesa)
Uncle Bo (Bo), auntie Greta serve ya perkys (Greta)
Auntie Eva, if she got a pound, she might just serve it (serve)

[Chorus: Quavo]
Pop a perky just to start up (pop it, pop it)
Pop two cups of purple just to warm up (two cups, drank)
I heard your bitch, she got that water
(Splash, drip, drip, woo, splash)
Slippery, 'scuse me, please me (please)
I'm up, oh, believe me, believe me (believe me)
Get beat (beat), 'cause I'm flexin' 'Rari's (skrt)
You can bet on me (skr, skr, hey, hey, hey)

[Verse 2: Offset]
Offset!
Slippery, she numbin' me, that tongue on me
Honestly (honest) she fuck with me, your wife to be (wife)
In Italy, bought her a fur, look like the wildebeest (rarr)
Just chill with me (chill)
It is no worry, it is a bill to me (it ain't nothin')
I pull up Diablo, I pull up with models
I gave her her first Philippe (Philippe)
We goin' full throttle, she swallowed the bottle
I'm all in her ovaries (eghhh)
I gave her some dollars
I Gucci'd her collar, now she can't get over me (hey)
She want a dose of me (dose)
Just hop in the Ghost with me (Ghost)
Perky and molly, don't vote for nobody
These bitch ass niggas ain't solid (solid)
Run in your house and with pumps and the shotties
Your mama might be up inside it (bah)
Cars robotic, bad bitch with a body
But really don't care nothing about it (uh-uh)
Cappin' and poppin', I seen that lil' Masi
I coulda pulled up and just shot ya (brrt)
It's a jungle, I let 'em survive

[Chorus: Quavo]
Pop a perky just to start up (pop it, pop it)
Pop two cups of purple just to warm up (two cups, drank)
I heard your bitch, she got that water
(Splash, drip, drip, woo, splash)
Slippery, 'scuse me, please me (please)
I'm up, oh, believe me, believe me (believe me)
Get beat (beat), 'cause I'm flexin' 'Rari's (skrt)
You can bet on me (skr, skr, hey, hey, hey)

[Verse 3: Gucci Mane]
I rock water, diamonds, I'm drippin' but not slippin'
I threw a quarter (well damn)  but nawl, I'm not trippin'
Bugatti on Forgis, and nawl, I'm not crippin'
I buy Ferraris like Jordans, I'm Mike and y'all Pippen
Chillin', just me and my millions
Niggas, they all in they feelin's
My bitches, I spoil them like they chillens
So persistent, if I want it, I go get it
I'm so slimy, grimy, shiesty but still shinin'
Rude and unkindly, cruel with no conscience
Drop the top on College, nigga, I aim with no-nonsense
And I'm a murderer, nigga, but I don't promote violence

[Verse 4: Takeoff]
Dead shot (brrt) AK make your head rock (brrt)
Red dot, retro Air Jord' deadstock (-stock)
Lean on rocks (Act) perkys, mollies, xannies, rocks (roxies)
Oxycontin (oxyies) Takeoff, I'm your med doc (Takeoff!)
Leg lock (leg) the key I got unlock the box (box)
What's in that box, huh? Don't tell 'em, they might show the cops (shh)
Wristwatch (bite) abnormal so I flood the clock (ice)
Money flop, panties drop, that's when them titties pop (woo)
Free my partners (John Wick)
'Til they free it's fuck the cops (fuck 'em)
They know I geek a lot
They don't know I keep a Glock (clueless)
Ain't been no drought (where)
They think I been sleep a lot
They think I'm dumb (dumb)
They don't know I see the plot (see it)
Fuck it I seize a knot

[Chorus: Quavo]
Pop a perky just to start up (pop it, pop it)
Pop two cups of purple just to warm up (two cups, drank)
I heard your bitch, she got that water
(Splash, drip, drip, woo, splash)
Slippery, 'scuse me, please me (please)
I'm up, oh, believe me, believe me (believe me)
Get beat, 'cause I'm flexin' 'Rari's (skrt)
You can bet on me (skr, skr, hey, hey, hey)




"
86,Harry Styles,Sign Of The Times,87,"April 7, 2017"," Ballad , Piano , Alternative Pop , Pop-Rock ,  UK , Pop  ","Tyler Johnson, Alex Salibian, Ryan Nasci & 3 more","Sign of the Times Lyrics



[Verse 1]
Just stop your crying, it's a sign of the times
Welcome to the final show
Hope you're wearing your best clothes
You can't bribe the door on your way to the sky
You look pretty good down here
But you ain't really good

[Pre-Chorus]
We never learn, we been here before
Why are we always stuck and running from
The bullets? The bullets?
We never learn, we been here before
Why are we always stuck and running from
The bullets? The bullets?

[Chorus]
Just stop your crying, it's a sign of the times
We gotta get away from here
We gotta get away from here
Just stop your crying, it'll be alright
They told me that the end is near
We gotta get away from here

[Verse 2]
Just stop your crying, have the time of your life
Breaking through the atmosphere
And things are pretty good from here
Remember everything will be alright
We can meet again somewhere
Somewhere far away from here

[Pre-Chorus]
We never learn, we been here before
Why are we always stuck and running from
The bullets? The bullets?
We never learn, we been here before
Why are we always stuck and running from
The bullets? The bullets?

[Chorus]
Just stop your crying, it's a sign of the times
We gotta get away from here
We gotta get away from here
Stop your crying, baby, it'll be alright
They told me that the end is near
We gotta get away from here

[Pre-Chorus]
We never learn, we been here before
Why are we always stuck and running from
The bullets? The bullets?
We never learn, we been here before
Why are we always stuck and running from
The bullets? The bullets?

[Bridge]
We don't talk enough, we should open up
Before it's all too much
Will we ever learn? We've been here before
It's just what we know

[Outro]
Stop your crying, baby, it's a sign of the times
We gotta get away, we got to get away
We got to get away, we got to get away
We got to get away
We got to, we got to, away
We got to, we got to, away
We got to, we got to, away




"
